Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,4.6,4.6,2067.0,7.63433723562832,1172.0,"Here's what started the phenomenon: This book has been a best seller for over 15 years and has been used by screenwriters around the world! Blake Snyder tells all in this fast, funny, and candid look inside the movie business. Save the Cat is just one of many ironclad rules for making your ideas more marketable and your script more satisfying. Others include these:",Unknown,Unknown,,Unknown,,Both,1,0,0,save the cat!: the last book on screenwriting you'll ever need,blake snyder,1001+,367
"Scarlet: The Lunar Chronicles, Book 2",Marissa Meyer,4.7,4.7,2144.0,7.670894831362117,1063.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"scarlet: the lunar chronicles, book 2",marissa meyer,1001+,0
"Scion of Ikshvaku: Ram Chandra Series, Book 1",Amish,4.2,4.2,6475.0,8.775858314797526,836.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"scion of ikshvaku: ram chandra series, book 1",amish,1001+,0
Scythe,Neal Shusterman,4.7,4.7,1918.0,7.5595594960077,836.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,scythe,neal shusterman,1001+,0
Sense and Sensibility,Jane Austen,4.4,4.4,2775.0,7.928766321626695,836.0,"In this Audible Exclusive production, Academy Award nominee Rosamund Pike (Gone Girl) narrates one of Jane Austen’s most beloved works, Sense and Sensibility. In this timeless tale of misguided romance and heartbreak, two teenage heroines must overcome the pitfalls of Georgian England’s high society in order to achieve the love and happiness they seek. The admiration that Pike has for Austen’s work is shown clearly through this passionate delivery of Austen’s first published novel.",Regency Romance | Literary Fiction | Classic Literature,",#427 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Regency Romance,#22 in Literary Fiction,#22 in Classic Literature",427.0,11 hours and 25 minutes,685.0,Both,1,1,1,sense and sensibility,jane austen,1001+,486
Seriously...I'm Kidding,Ellen DeGeneres,4.1,4.1,1679.0,7.426549072397305,500.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,seriously...i'm kidding,ellen degeneres,1001+,0
Seven Brief Lessons on Physics,Carlo Rovelli,4.4,4.4,2235.0,7.71244383427499,615.0,"Penguin presents the unabridged, downloadable audiobook edition of Seven Brief Lessons on Physics written and read by Carlo Rovelli. These seven short lessons guide us, with admirable clarity, through the scientific revolution that shook physics in the 20th century and still continues to shake us today.",Astronomy (Books) | Earth Sciences Books | Textbooks & Study Guides,",#142 in Astronomy (Books),#152 in Earth Sciences Books,#23,598 in Textbooks & Study Guides",,1 hour and 45 minutes,105.0,Both,1,1,1,seven brief lessons on physics,carlo rovelli,1001+,304
Shadow and Bone,Leigh Bardugo,4.4,4.4,1794.0,7.492760300922379,668.0,"Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on human flesh. Now its fate may rest on the shoulders of one lonely refugee.",Fantasy for Teens | Children's Science Fiction (Books) | Children's Fantasy (Books),",#2,079 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Fantasy for Teens,#224 in Children's Science Fiction (Books),#1,330 in Children's Fantasy (Books)",2079.0,9 hours and 21 minutes,561.0,Both,1,1,1,shadow and bone,leigh bardugo,1001+,243
Shelter in Place,Nora Roberts,4.7,4.7,2394.0,7.781138509845015,1172.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,shelter in place,nora roberts,1001+,0
Shogun: The Epic Novel of Japan,James Clavell,4.7,4.7,2157.0,7.67693714581808,1758.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,shogun: the epic novel of japan,james clavell,1001+,0
Siddhartha,Herman Hesse,4.3,4.3,3039.0,8.019612794400267,211.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,siddhartha,herman hesse,1001+,0
Siddhartha,Hermann Hesse,4.3,4.3,3008.0,8.009363076630045,501.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,siddhartha,hermann hesse,1001+,0
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.7,4.7,2310.0,7.745435610274381,683.0,"Penguin presents the audiobook edition of Simon vs. the Homo Sapiens Agenda by Becky Albertalli, read by Michael Crouch.",Romance for Teens | Literature & Fiction for Children | Painting (Books),",#4,194 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Romance for Teens,#275 in Literature & Fiction for Children,#493 in Painting (Books)",4194.0,6 hours and 45 minutes,405.0,Both,1,1,1,simon vs. the homo sapiens agenda,becky albertalli,1001+,120
Sita: Warrior of Mithila,Amish,4.4,4.4,3804.0,8.244071270295786,836.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,sita: warrior of mithila,amish,1001+,0
Six of Crows,Leigh Bardugo,4.6,4.6,2800.0,7.937731775260109,1003.0,Ketterdam: a bustling hub of international trade where anything can be had for the right price - and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone.,Action & Adventure Fantasy for Teens | Crime Fiction for Teens | Thrillers & Suspense for Teens,",#336 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Action & Adventure Fantasy for Teens,#1 in Crime Fiction for Teens,#1 in Thrillers & Suspense for Teens",336.0,15 hours and 4 minutes,904.0,Both,1,1,1,six of crows,leigh bardugo,1001+,286
Slaughterhouse-Five,Kurt Vonnegut,4.5,4.5,3423.0,8.138564737261632,668.0,"Slaughterhouse-Five is the now famous parable of Billy Pilgrim, a World War II veteran and POW who has, in the later stage of his life, become ""unstuck in time"" and who experiences at will (or unwillingly) all known events of his chronology out of order and sometimes simultaneously.",Unknown,",            5 star,          ,            ,              71%,            ,",,5 hours and 13 minutes,313.0,Both,1,0,1,slaughterhouse-five,kurt vonnegut,1001+,283
"Sleep Tight: DCI Tom Douglas, Book 3",Rachel Abbott,4.5,4.5,4957.0,8.508757712595136,793.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"sleep tight: dci tom douglas, book 3",rachel abbott,1001+,0
Sorry Not Sorry,Sophie Ranald,4.3,4.3,1885.0,7.542213463193403,645.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,sorry not sorry,sophie ranald,1001+,0
Spark Joy,Marie Kondo,4.7,4.7,2961.0,7.993619994827744,615.0,"Random House presents the unabridged downloadable audiobook edition of Spark Joy by Marie Kondo, read by Sumalee Montano.",Cleaning & Organising | Stress Management | Home & House Maintenance,",#3,548 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Cleaning & Organising,#47 in Stress Management,#189 in Home & House Maintenance",3548.0,5 hours and 31 minutes,331.0,Both,1,1,1,spark joy,marie kondo,1001+,121
"Split Second: King and Maxwell, Book 1",David Baldacci,4.5,4.5,2750.0,7.919719760924575,323.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"split second: king and maxwell, book 1",david baldacci,1001+,0
SPQR: A History of Ancient Rome,Mary Beard,4.4,4.4,1967.0,7.584773077612199,569.0,"Ancient Rome matters. Its history of empire, conquest, cruelty and excess is something against which we still judge ourselves. Its myths and stories - from Romulus and Remus to the rape of Lucretia - still strike a chord with us. And its debates about citizenship, security and the rights of the individual still influence our own debates on civil liberty today.",Ancient & Classical Roman History | Rome | Textbooks & Study Guides,",#2,454 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Ancient & Classical Roman History,#29 in Rome,#27,436 in Textbooks & Study Guides",2454.0,18 hours and 30 minutes,1110.0,Both,1,1,1,spqr: a history of ancient rome,mary beard,1001+,362
Star Wars: Ahsoka,E. K. Johnston,4.7,4.7,2244.0,7.716460800176355,1256.0,Unknown,"Sci-Fi Movie, TV & Video Game Tie-Ins for Teens | Space Opera Sci-Fi for Teens | Movie, TV & Video Game Tie-ins for Teens",",#3,808 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Sci-Fi Movie, TV & Video Game Tie-Ins for Teens,#1 in Space Opera Sci-Fi for Teens,#2 in Movie, TV & Video Game Tie-ins for Teens",3808.0,7 hours and 4 minutes,424.0,Both,0,1,1,star wars: ahsoka,e. k. johnston,1001+,0
Start with Why: How Great Leaders Inspire Everyone to Take Action (Int'l Edit.),Simon Sinek,4.5,4.5,3858.0,8.258163361537619,820.0,"Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their successes over and over?",Leadership | Business Motivation & Self-Improvement | Entrepreneurship,",#53 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Leadership,#3 in Business Motivation & Self-Improvement,#5 in Entrepreneurship (Audible Audiobooks & Originals)",53.0,7 hours and 12 minutes,432.0,Both,1,1,1,start with why: how great leaders inspire everyone to take action (int'l edit.),simon sinek,1001+,265
"Starting Strength: Basic Barbell Training, 3rd Edition",Mark Rippetoe,4.8,4.8,2567.0,7.850882664809852,836.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"starting strength: basic barbell training, 3rd edition",mark rippetoe,1001+,0
Stick Man,Julia Donaldson,4.8,4.8,1734.0,7.45876269238096,190.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,stick man,julia donaldson,1001+,0
Still Me,Jojo Moyes,4.7,4.7,4238.0,8.352082671352637,1093.0,"Penguin presents the audiobook edition of Still Me by Jojo Moyes, read by Anna Acton - the third Lou Clark novel by Jojo Moyes, following the number one international best sellers Me Before You and After You.",Romantic Comedy | Women's Fiction | Contemporary Romance,",#1,935 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Romantic Comedy,#42 in Women's Fiction,#59 in Contemporary Romance (Audible Audiobooks & Originals)",1935.0,13 hours and 37 minutes,817.0,Both,1,1,1,still me,jojo moyes,1001+,208
Stillhouse Lake,Rachel Caine,4.5,4.5,9068.0,9.112617283447568,1005.0,An Amazon Charts and USA Today bestseller.,Psychological Fiction | Psychological Thrillers | Women's Fiction,",#4,976 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#42 in Psychological Fiction,#78 in Psychological Thrillers,#109 in Women's Fiction",4976.0,10 hours and 4 minutes,604.0,Both,1,1,1,stillhouse lake,rachel caine,1001+,42
Stoner: A Novel,John Williams,4.5,4.5,2680.0,7.893945138235959,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,stoner: a novel,john williams,1001+,0
"Storm Front: The Dresden Files, Book 1",Jim Butcher,4.5,4.5,3210.0,8.074337694089515,938.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"storm front: the dresden files, book 1",jim butcher,1001+,0
Such a Fun Age,Kiley Reid,4.3,4.3,2707.0,7.903965634032166,493.0,Longlisted for the Booker Prize 2020,Multicultural Romance | African American Literature | Romance (Books),",#1,143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Multicultural Romance,#2 in African American Literature,#1,659 in Romance (Books)",1143.0,9 hours and 58 minutes,598.0,Both,1,1,1,such a fun age,kiley reid,1001+,36
Super Attractor: Methods for Manifesting a Life Beyond Your Wildest Dreams,Gabrielle Bernstein,4.7,4.7,1681.0,7.427738840532894,1003.0,Ready to turn what you want into the life that you live? The number-one New York Times best-selling author of The Universe Has Your Back shows you how.,"New Thought Spirituality | Personal Success | Mind, Body & Spirit",",#252 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in New Thought Spirituality,#52 in Personal Success,#289 in Mind, Body & Spirit",252.0,6 hours and 25 minutes,385.0,Both,1,1,1,super attractor: methods for manifesting a life beyond your wildest dreams,gabrielle bernstein,1001+,151
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,4.6,4.6,2185.0,7.689828668736484,773.0,Unknown,Biographies of Science & Technology Leaders | Biographies & Autobiographies (Books),",#271 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Biographies of Science & Technology Leaders,#334 in Biographies & Autobiographies (Books)",271.0,11 hours and 31 minutes,691.0,Both,0,1,1,"surely you're joking, mr. feynman!",richard p. feynman,1001+,0
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.5,4.5,4327.0,8.372860820526318,1093.0,Brought to you by Penguin.,"Society & Culture (Books) | Sciences, Technology & Medicine (Books) | Personal Development & Self-Help",",#29 in Society & Culture (Books),#45 in Sciences, Technology & Medicine (Books),#164 in Personal Development & Self-Help",,8 hours and 42 minutes,522.0,Both,1,1,1,talking to strangers: what we should know about the people we don’t know,malcolm gladwell,1001+,26
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,4.1,4.1,2119.0,7.659171367666058,879.0,"In The $100 Startup, Chris Guillebeau tells you how to lead of life of adventure, meaning and purpose - and earn a good living.",Small Businesses | New Business Enterprises | Business Careers,",#166 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Small Businesses,#3 in New Business Enterprises,#4 in Business Careers",166.0,8 hours and 14 minutes,494.0,Both,1,1,1,"the $100 startup: reinvent the way you make a living, do what you love, and create a new future",chris guillebeau,1001+,127
"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand Out From The Crowd",Allan Dib,4.7,4.7,1730.0,7.456454555176209,668.0,Warning: do not listen to this book if you hate money.,Business Development | International Business | Marketing,",#411 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Business Development (Audible Audiobooks & Originals),#6 in International Business (Audible Audiobooks & Originals),#11 in Marketing (Audible Audiobooks & Originals)",411.0,6 hours and 32 minutes,392.0,Both,1,1,1,"the 1-page marketing plan: get new customers, make more money, and stand out from the crowd",allan dib,1001+,54
The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,4.6,4.6,2729.0,7.912056888179006,703.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the 10x rule: the only difference between success and failure,grant cardone,1001+,0
"The 4-Hour Body: An uncommon guide to rapid fat-loss, incredible sex and becoming superhuman",Timothy Ferriss,4.3,4.3,3455.0,8.147867129923947,615.0,"Do you want to lose fat, double testosterone, get the perfect posterior or give your partner a fifteen-minute female orgasm? Whatever your physical goal, The 4-Hour Body eclipses every other health manual by sharing the best kept secrets in the latest science and research to provide new strategies for redesigning the human body. And you don't need to exhaust yourself. International bestselling author, Timothy Ferriss, helps you reach your true genetic potential in 3-6 months with a commitment of less than four hours per week. You can pick and choose from a menu of options, from simple to extreme, for dramatic body changes. Based on over 15 years of research, The 4-Hour Body will give unbelievable results and change the way you look forever.",Political Theory | Healthy Living & Wellness | History (Books),",#112 in Political Theory,#381 in Healthy Living & Wellness,#1,582 in History (Books)",,3 hours and 51 minutes,231.0,Both,1,1,1,"the 4-hour body: an uncommon guide to rapid fat-loss, incredible sex and becoming superhuman",timothy ferriss,1001+,750
The 5 Love Languages of Children: The Secret to Loving Children Effectively,Gary Chapman,4.8,4.8,2940.0,7.9865049385539955,656.0,"You love your child, but does your child feel loved?",Primary Education | Parenting School-Age Children | Christianity,",#3,529 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Primary Education,#3 in Parenting School-Age Children,#57 in Christianity (Audible Audiobooks & Originals)",3529.0,5 hours and 48 minutes,348.0,Both,1,1,1,the 5 love languages of children: the secret to loving children effectively,gary chapman,1001+,52
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",Mel Robbins,4.4,4.4,2325.0,7.75190533307861,668.0,How to enrich your life and destroy doubt in five seconds.,Unknown,Unknown,,Unknown,,Both,1,0,0,"the 5 second rule: transform your life, work, and confidence with everyday courage",mel robbins,1001+,58
The 5AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,4.4,4.4,5116.0,8.540323608805092,8735.0,"Legendary leadership and elite performance expert Robin Sharma introduced The 5AM Club concept over 20 years ago, based on a revolutionary morning routine that has helped his clients maximise their productivity, activate their best health and bulletproof their serenity in this age of overwhelming complexity.",Sleep Disorders | Personal Success | Healthy Living & Wellness,",#8 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Sleep Disorders,#6 in Personal Success,#8 in Healthy Living & Wellness",8.0,11 hours and 4 minutes,664.0,Both,1,1,1,the 5am club: own your morning. elevate your life.,robin sharma,1001+,309
The Adventure of the Beryl Coronet: A Sherlock Holmes Adventure,Arthur Conan Doyle,4.5,4.5,2605.0,7.8655717576847906,99.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the adventure of the beryl coronet: a sherlock holmes adventure,arthur conan doyle,1001+,0
The Adventures of Huckleberry Finn,Mark Twain,4.3,4.3,3379.0,8.125630988477065,32.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the adventures of huckleberry finn,mark twain,1001+,0
The Adventures of Tom Sawyer,Mark Twain,4.4,4.4,1902.0,7.551186867296149,305.0,"""One of the best-loved and most famous characters in southern literature springs to larger-than-life size thanks to Thomas Becker's inspired delivery."" (School Library Journal)",Satire Fiction | Classic Literature | Literary Fiction,",#4,035 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Satire Fiction,#215 in Classic Literature,#228 in Literary Fiction",4035.0,7 hours and 45 minutes,465.0,Advanced Only,1,1,1,the adventures of tom sawyer,mark twain,1001+,176
The Alchemist: A Fable About Following Your Dream,Paulo Coelho,4.6,4.6,28237.0,10.248423867569471,10378.0,Unknown,"Metaphysical & Visionary Fiction | Literary Fiction | Crime, Thriller & Mystery (Books)",",#10 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Metaphysical & Visionary Fiction,#1 in Literary Fiction,#6 in Crime, Thriller & Mystery (Books)",10.0,4 hours,240.0,Both,0,1,1,the alchemist: a fable about following your dream,paulo coelho,1001+,0
The Art of War,Sun Tzu,4.2,4.2,9217.0,9.128913373280454,333.0,"The 13 chapters of The Art of War, each devoted to one aspect of warfare, were compiled by the high-ranking Chinese military general, strategist, and philosopher Sun-Tzu. In spite of its battlefield specificity, The Art of War has found new life in the modern age, with leaders in fields as wide and far-reaching as world politics, human psychology, and corporate strategy finding valuable insight in its timeworn words.",Eastern Philosophy | Leadership | Analysis & Strategy,",#86 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Eastern Philosophy,#4 in Leadership,#151 in Analysis & Strategy",86.0,1 hour and 7 minutes,67.0,Both,1,1,1,the art of war,sun tzu,1001+,420
The Autobiography of Benjamin Franklin (AmazonClassics Edition),Benjamin Franklin,4.3,4.3,2232.0,7.711101251840158,668.0,"Written between 1717 and 1790, and originally referred to by its author as simply Memoirs, Benjamin Franklin’s autobiography is considered the pioneering example of the genre. In this influential account of the American Dream in action, Franklin recounts his early life, his inventions, his quest for virtue and self-improvement, and his political achievements. The unfinished work is a vivid depiction of life in early America, as well as a relatable and inspiring portrait of one of its revolutionary thinkers.",Historical Biographies | Biographies of Politicians | Revolution Histories,",#1,780 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Historical Biographies,#17 in Biographies of Politicians,#24 in Revolution Histories",1780.0,6 hours and 40 minutes,400.0,Both,1,1,1,the autobiography of benjamin franklin (amazonclassics edition),benjamin franklin,1001+,512
The Ballad of Songbirds and Snakes: A Hunger Games Novel,Suzanne Collins,4.6,4.6,6520.0,8.782783017393202,703.0,"It is the morning of the reaping that will kick off the 10th annual Hunger Games. In the Capitol, 18-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to out charm, outwit, and outmaneuver his fellow students to mentor the winning tribute.",Survival Stories for Teens | Dystopian Fiction for Teens,",#1,684 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Survival Stories for Teens,#1 in Dystopian Fiction for Teens",1684.0,16 hours and 16 minutes,976.0,Both,1,1,1,the ballad of songbirds and snakes: a hunger games novel,suzanne collins,1001+,403
"The Bear and the Nightingale: Winternight, Book 1",Katherine Arden,4.6,4.6,1754.0,7.470224135899966,888.0,Unknown,"Magical Realism Fiction | Fairy Tale Fantasy | Myths, Legends & Sagas",",#4,726 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Magical Realism Fiction,#28 in Fairy Tale Fantasy,#1,296 in Myths, Legends & Sagas",4726.0,11 hours and 48 minutes,708.0,Advanced Only,0,1,1,"the bear and the nightingale: winternight, book 1",katherine arden,1001+,0
The Beekeeper of Aleppo: A Moving Testament to the Human Spirit,Christy Lefteri,4.6,4.6,2109.0,7.654443226470112,1025.0,Shortlisted for Audiobook of the Year - The British Book Awards 2020,Literary Fiction | Contemporary Fiction (Books),",#1,438 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#92 in Literary Fiction,#2,636 in Contemporary Fiction (Books)",1438.0,8 hours and 37 minutes,517.0,Both,1,1,1,the beekeeper of aleppo: a moving testament to the human spirit,christy lefteri,1001+,68
The Bell Jar,Sylvia Plath,4.4,4.4,2633.0,7.876258882303226,531.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the bell jar,sylvia plath,1001+,0
The BFG,Roald Dahl,4.6,4.6,2444.0,7.801800401908973,615.0,Brought to you by Penguin.,Fiction Classics for Children | Humorous Fiction for Children | Fantasy & Magic for Children,",#2,135 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Fiction Classics for Children,#25 in Humorous Fiction for Children,#44 in Fantasy & Magic for Children",2135.0,4 hours and 24 minutes,264.0,Both,1,1,1,the bfg,roald dahl,1001+,26
The Bhagavad Gita,Eknath Easwaran,4.7,4.7,2021.0,7.611842399580417,280.0,"The Bhagavad Gita, ""The Song of the Lord"", is the best known of all the Indian scriptures, and Easwaran's reliable and accessible version has consistently been the best-selling translation. Easwaran's introduction places the Gita in its historical setting and brings out the universality and timelessness of its teachings. Chapter introductions give clear explanations of key concepts in that chapter. To listen to the scripture without the introductions, listeners should start at track 044. The Bhagavad Gita opens dramatically on a battlefield, as the warrior Arjuna turns in anguish to his spiritual guide, Sri Krishna, for answers to the fundamental questions of life. But as Easwaran points out, the Gita is not what it seems - it's not a dialogue between two mythical figures at the dawn of Indian history. ""The battlefield is a perfect backdrop, but the Gita's subject is the war within, the struggle for self-mastery that every human being must wage"" to live a life that is meaningful, fulfilling, and worthwhile. This audio recording is a complete and unabridged reading of Eknath Easwaran's book The Bhagavad Gita.",Unknown,Unknown,,Unknown,,Both,1,0,0,the bhagavad gita,eknath easwaran,1001+,1125
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.6,4.6,2496.0,7.822845290279774,683.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the big short: inside the doomsday machine,michael lewis,1001+,0
"The Black Ice: Harry Bosch Series, Book 2",Michael Connelly,4.6,4.6,2836.0,7.950502434808851,1005.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the black ice: harry bosch series, book 2",michael connelly,1001+,0
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,4.2,4.2,1854.0,7.525639975041535,938.0,Unknown,Mathematics | Social Sciences | Economics Books,",#124 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Mathematics (Audible Audiobooks & Originals),#4 in Social Sciences (Audible Audiobooks & Originals),#71 in Economics Books",124.0,14 hours and 20 minutes,860.0,Both,0,1,1,the black swan: the impact of the highly improbable,nassim nicholas taleb,1001+,0
"The Blood of Olympus: Heroes of Olympus, Book 5",Rick Riordan,4.6,4.6,5749.0,8.656955133791396,888.0,"The unabridged, downloadable audiobook edition of The Blood of Olympus - the fifth book in the best-selling Heroes of Olympus series, set in the high-octane world of Percy Jackson. Though the Greek and Roman crew members of the Argo II have made progress in their many quests, they still seem no closer to defeating the earth mother, Gaea. Her giants have risen - all of them - and they're stronger than ever. The gods, still suffering from multiple personality disorder, are useless. How can a handful of young demigods hope to persevere against Gaea's army of powerful giants? As dangerous as it is to head to Athens, they have no other option. They have sacrificed too much already. And if Gaea wakes, it is game over.",Fantasy | Children's Fantasy (Books) | Fantasy (Books),",#2,045 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#77 in Fantasy (Audible Audiobooks & Originals),#1,307 in Children's Fantasy (Books),#1,362 in Fantasy (Books)",2045.0,14 hours and 25 minutes,865.0,Both,1,1,1,"the blood of olympus: heroes of olympus, book 5",rick riordan,1001+,721
The Blue Umbrella,Ruskin Bond,4.5,4.5,1927.0,7.564238475170491,233.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the blue umbrella,ruskin bond,1001+,0
"The Body Keeps the Score: Mind, Brain and Body in the Transformation of Trauma",Bessel van der Kolk,4.8,4.8,8278.0,9.021477467138808,1093.0,Brought to you by Penguin.,PTSD | Meditation | Psychology,",#776 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in PTSD,#24 in Meditation (Audible Audiobooks & Originals),#68 in Psychology (Audible Audiobooks & Originals)",776.0,16 hours and 16 minutes,976.0,Both,1,1,1,"the body keeps the score: mind, brain and body in the transformation of trauma",bessel van der kolk,1001+,26
The Body: A Guide for Occupants,Bill Bryson,4.7,4.7,3516.0,8.165363632473982,721.0,'We spend our whole lives in one body and yet most of us have practically no idea how it works and what goes on inside it. The idea of the book is simply to try to understand the extraordinary contraption that is us.’,Biology | Biology Books | Textbooks & Study Guides,",#219 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biology (Audible Audiobooks & Originals),#41 in Biology Books,#2,532 in Textbooks & Study Guides",219.0,14 hours and 47 minutes,887.0,Both,1,1,1,the body: a guide for occupants,bill bryson,1001+,217
The Book on Rental Property Investing: How to Create Wealth and Passive Income Through Smart Buy & Hold Real Estate Investing,Brandon Turner,4.7,4.7,1832.0,7.513709247839705,836.0,"Practical, real-world advice for those looking to build wealth and cash flow through rental properties!",Real Estate Investments | Personal Finance | Analysis & Strategy,",#945 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Real Estate Investments,#44 in Personal Finance,#1,530 in Analysis & Strategy",945.0,11 hours and 38 minutes,698.0,Both,1,1,1,the book on rental property investing: how to create wealth and passive income through smart buy & hold real estate investing,brandon turner,1001+,103
The Book Woman of Troublesome Creek: A Novel,Kim Michele Richardson,4.7,4.7,4340.0,8.375860015299594,608.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the book woman of troublesome creek: a novel,kim michele richardson,1001+,0
The Boy in the Striped Pyjamas,John Boyne,4.6,4.6,5517.0,8.615770754777232,615.0,What happens when innocence is confronted by monstrous evil?,Historical Fiction for Teens | Children's Action & Adventure,",#1,118 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Historical Fiction for Teens,#853 in Children's Action & Adventure",1118.0,4 hours and 55 minutes,295.0,Both,1,1,1,the boy in the striped pyjamas,john boyne,1001+,60
The Boy Who Loved,Durjoy Datta,4.5,4.5,1742.0,7.463363045520021,879.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the boy who loved,durjoy datta,1001+,0
